,text,label,verifikasi
,chris sanghai,Suka,Benar
,nobar apa ga bangg,Bingung,Benar
,DISEBUT,Marah,Benar
,WKWKWK KZL,Lucu,Benar
,bang Tara ajak ngegym,Suka,Benar
,susah emang pake phoenix klo gk biasa,Sedih,Benar
,apanya yang cute?,Bingung,Benar
,Dibilang Botak tanggung sama panitia,Marah,Benar
,qkoqkwow prutii,Lucu,Benar
,klo ga ada sutradara susah plot ceritanya,Suka,Benar
,fix jarang keluar rumah,Sedih,Benar
,gimana.?,Bingung,Benar
,privasi hey,Marah,Benar
,hhaahhahahaha,Lucu,Benar
,"oh, ternyata BANDAR",Suka,Benar
,kan umpan hidup,Sedih,Benar
,gimana ?,Bingung,Benar
,bang gema kerja nya mati doang:washhands::washhands::washhands:,Marah,Benar
,GAUSAH IKUTT MENDING WKWKWK,Lucu,Benar
,pertanyaan bagus,Suka,Benar
,ada apss nich,Bingung,Benar
,matii meninggal internet saya,Sedih,Benar
,KALIAN SEMUA HARAP MUNDUR LORD KATERING SIAP MAHAR,Marah,Benar
,"wkwkwkk,Udah gedek banget kayaknya",Lucu,Benar
,ada miawaug bang,Suka,Benar
,GMN?!,Bingung,Benar
,duh,Sedih,Benar
,"@Jircraft ID itu dia bilang ""nice flash"" dengan nada sarcastic, jangan bilang lu ga ngerti sarcastic",Marah,Benar
,wkekek,Lucu,Benar
,Rafathar enak bg,Suka,Benar
,dogy ?,Bingung,Benar
,wah nt nt,Sedih,Benar
,Dah lah,Marah,Benar
,kok jadi pgn bersilaturahmi awkwkww,Lucu,Benar
,hall hoo],Suka,Benar
,bang kapan nikah bang ?,Bingung,Benar
,tetangga gua banting setir malah masuk rumah sakit,Sedih,Benar
,gila tau detail nya,Marah,Benar
,YO WHATTT WKWKWK,Lucu,Benar
,BENAR,Suka,Benar
,duh om om,Sedih,Benar
,mau tahan berapa hari gem?,Bingung,Benar
,OOO GITU YA,Marah,Benar
,Samurai Warrior wkwkwk,Lucu,Benar
,gilaa tuh perut,Suka,Benar
,TADI KNP BANG,Bingung,Benar
,Persona 4 terlupakan :crying_face:,Sedih,Benar
,map terputing di valorant,Marah,Benar
,Sentolop IKZ Wkwkwkwkwk,Lucu,Benar
,gittt,Suka,Benar
,gmna ?,Bingung,Benar
,bang lag tadi kek nya karna bang tara lagi upload youtube,Sedih,Benar
,gila prambors,Marah,Benar
,KUNG KING KANG,Lucu,Benar
,vang vang vang,Suka,Benar
,kalau muka 3 alter ego ya bang?,Bingung,Benar
,"mending kamu mati yang, kalau mati kan ga laper BANGSAATTT",Marah,Benar
,bocil windah cringe bang dan alay,Sedih,Benar
,hqha,Lucu,Benar
,Duh bao bao,Suka,Benar
,emang knp sih klo dibuat 1:1 aja?,Bingung,Benar
,blm mati anjir,Marah,Benar
,karena tara arts kram,Sedih,Benar
,wkwkwkkwk malah mainan,Lucu,Benar
,PERSONA 4 GOLDEN HEI,Suka,Benar
,GIMANAAAA????!!,Bingung,Benar
,sesad,Marah,Benar
,"CJ, diajak gak baik gak mau",Sedih,Benar
,wkwkwkwkkw mulai,Lucu,Benar
,"@Faisalibnul hakim langsung aja baobao, gass",Suka,Benar
,podcast om om ganti jadwal ya,Bingung,Benar
,oh gitu,Marah,Benar
,BANG KANGEN KONTEN DOTA 2 NGAKAK,Sedih,Benar
,"BENER GUYS BAOBAO CANTIK :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: ,",Lucu,Benar
,bang tara restart ctr kita senang,Suka,Benar
,kok De Javu,Bingung,Benar
,jangaaaannn,Marah,Benar
,MAAF PAK DOSEN DIUNDUR AJA BIMBINGANNYA ADA MANUSIA INI LIVE NIHHHHH,Sedih,Benar
,wkwkwwkwk,Lucu,Benar
,biasanya opening dulu,Suka,Benar
,"GYMM Leader AIR , Apa GYMM Leader Tipe Rumput bang?",Bingung,Benar
,halo bang apa kah aku telat,Marah,Benar
,"SAMPAI LAG LAGI, BAPAKNYA SAYA TAMVAR",Sedih,Benar
,Rusak Wkwkwk,Lucu,Benar
,CUCUNYA SIAPA??,Bingung,Benar
,MULAIIIIII,Suka,Benar
,modussss,Marah,Benar
,mending gak usah,Sedih,Benar
,sapi teng wwkwk,Lucu,Benar
,apanich,Bingung,Benar
,bang judgement school stories,Suka,Benar
,HEY,Marah,Benar
,SAYA GA PUNYA CIRCLE :(,Sedih,Benar
,xixiixixiixixi,Lucu,Benar
,Bang untuk Film yang kemarin kapan di Releasenya bang?,Bingung,Benar
,oppresor mk2,Suka,Benar
,fetish macam apa itu heyyyyy,Marah,Benar
,telat kan,Sedih,Benar
,HARUS BANGET DETAIL Y:face_with_tears_of_joy:,Lucu,Benar
,gimana fetis,Bingung,Benar
,berikan kata kata bijak anda wahai om om,Suka,Benar
,kannnnn,Marah,Benar
,mending ga usah,Sedih,Benar
,DOTA KANN,Lucu,Benar
,kok ngk malam minggu popcastnya?,Bingung,Benar
,mending ngepet,Suka,Benar
,Salahin bapak nya aja bang,Marah,Benar
,biji eh gg,Sedih,Benar
,"udah gila,, ini AFF CR nya gila banget bro,, jangan biikin gema dapet masalah bro wkwkw :face_with_tears_of_joy::face_with_tears_of_joy:",Lucu,Benar
,chris open bo?,Bingung,Benar
,kan ngiwi with art,Suka,Benar
,njir kecopas,Marah,Benar
,sedih banget bang,Sedih,Benar
,ngebaut cok,Lucu,Benar
,podcast om om kapan?,Bingung,Benar
,CHEATING DAY IS EVERYDAY,Suka,Benar
,not bad not bad,Marah,Benar
,MEDIA PERTAMA RTO,Sedih,Benar
,Bang ditonton sama calon mertua bang cek di ig wkwk,Lucu,Benar
,apa kabar bang,Bingung,Benar
,the hunt begins,Suka,Benar
,brengsek gw lagi makan,Marah,Benar
,dont,Sedih,Benar
,malah keliatan gblk wkwkwk,Lucu,Benar
,STEP APA???,Bingung,Benar
,Gak semua yutuber di credit,Suka,Benar
,Ngide vang,Marah,Benar
,YAAHHHH,Sedih,Benar
,CIE DI GOMBALIN :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,kocok apa nich? yaduch,Bingung,Benar
,Reaction aja Bang,Suka,Benar
,ga gitu hey,Marah,Benar
,Adu utang,Sedih,Benar
,aowkwokwa,Lucu,Benar
,CHRIS HARDCORE SAWERIA,Suka,Benar
,kok tau bang,Bingung,Benar
,JANGANNNNN,Marah,Benar
,NICE TRY,Sedih,Benar
,akwokaokwokaow,Lucu,Benar
,terimakasih bang gema sudah jawab pertanyaan snap 625,Suka,Benar
,EEEEEEEEEE,Bingung,Benar
,RUSAKKK,Marah,Benar
,first media bilek : iya guwa terus aja yang salah,Sedih,Benar
,keselek gelas wkwkwkwk,Lucu,Benar
,:evergreen_tree::evergreen_tree::evergreen_tree::evergreen_tree::evergreen_tree::evergreen_tree::evergreen_tree:,Suka,Benar
,GEMA MAIN VALORANT INI PASTI MIMPI,Bingung,Benar
,PENGARUH BURUK,Marah,Benar
,biasanya ramalan lu bener nih bang,Sedih,Benar
,awokawokawok kasian banget bang,Lucu,Benar
,Asek,Suka,Benar
,Kok saya ganteng??,Bingung,Benar
,gk musti njirr,Marah,Benar
,FOMO,Sedih,Benar
,itu udh odgj wkwkwkwkw,Lucu,Benar
,bahkan ad yg ngepel Maju bang,Suka,Benar
,heeee,Bingung,Benar
,njing,Marah,Benar
,realistis sekali ya,Sedih,Benar
,bang gem bikin tang dong wkwk,Lucu,Benar
,ara ara bang,Suka,Benar
,bang tips mencari jodoh yang baik dan benar,Bingung,Benar
,IMAM SESAT,Marah,Benar
,"SEDANG MEMIKIRKAN PS 4 KU HILANG PAS BANGUN TIDUR, EH TERNYATA MIMPI SIAL, :sad_but_relieved_face:",Sedih,Benar
,begimana useless tapi dependable :rolling_on_the_floor_laughing:,Lucu,Benar
,wwkkw,Suka,Benar
,kek dejavu gaes,Bingung,Benar
,TAMPAR AJA,Marah,Benar
,VGA TURUN KEK AKU MAU RAKIT KEDELAY MULU:moai::moai::moai:,Sedih,Benar
,tuan x,Suka,Benar
,"beli sony experia 1 aja mayan tuh 2,5an :rolling_on_the_floor_laughing:",Lucu,Benar
,Kak gita are you hir?,Bingung,Benar
,sesay,Marah,Benar
,harga dirinya langsung jatuh,Sedih,Benar
,nah,Suka,Benar
,Bill Gates meanan tai ngambang bang???,Bingung,Benar
,itu konyol anjir wkwkkwwkkw,Lucu,Benar
,Corona bgst ya,Marah,Benar
,LEON KAGA GUNA QNA TERUS,Sedih,Benar
,Mr X nich tiati,Suka,Benar
,warrior orochi 3 kapan lanjut??,Bingung,Benar
,awwkkwkkw,Lucu,Benar
,beku otaknya,Marah,Benar
,RtO lagi,Sedih,Benar
,snap WhatsApp,Suka,Benar
,duit banyak gak beli vandal atau phantom wkwkwk,Lucu,Benar
,masa sih bang?,Bingung,Benar
,rampok setan,Marah,Benar
,jadiin konten bang settingan mic karena gk banyak org nonton stream,Sedih,Benar
,EH KRIS,Suka,Benar
,sagne rame2 anda mau nge gei?,Bingung,Benar
,ww,Lucu,Benar
,ITU UDAH NYEBUT,Marah,Benar
,wayolo,Sedih,Benar
,Ruqyah meq,Suka,Benar
,gimanaaa,Bingung,Benar
,yah tewasnya gaseru wkwk,Lucu,Benar
,gemes gw,Marah,Benar
,RTO meq,Sedih,Benar
,DAMAI BANGET SIH BANG,Suka,Benar
,:grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::folded_hands::folded_hands::folded_hands:,Lucu,Benar
,pH itu tingkat keasaman kan?,Bingung,Benar
,dia sniping stream bang,Marah,Benar
,YAHH SENDIRIAN,Sedih,Benar
,aaamin,Suka,Benar
,wkwkwkwkw gile,Lucu,Benar
,lanjut gk???,Bingung,Benar
,pacaran kan berawal dari temen bangsaattt.. gue tampol biji lu,Marah,Benar
,sheeshhh,Sedih,Benar
,gift nya rickroll njir,Suka,Benar
,terbul dan martabak manis sama aja :grinning_squinting_face:,Lucu,Benar
,HEARTBREAK HEARTBREAK KAPAN NICH?,Bingung,Benar
,MENDINGAN MASNYA KE WARTEG AJA,Marah,Benar
,kok gw iri ya,Sedih,Benar
,Hello,Suka,Benar
,story WA bang wkwkwkkw,Lucu,Benar
,dia nanya APU nya kah? VGA internal VGA maksudnya?,Bingung,Benar
,nooo,Marah,Benar
,Masih banyak banyak ampe anak sd sekarang,Sedih,Benar
,BANG NOSTALGIA BARENG KRU GTA DONG,Suka,Benar
,BRENGSEK.:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,STEP WHAT....,Bingung,Benar
,restream semua,Marah,Benar
,Rada kecewa,Sedih,Benar
,Ketemu Aku Kapan Nech Aku Tunggu Di Inaba @GemaShowIndo,Suka,Benar
,mantap tadi wkwkwkwk,Lucu,Benar
,apa nich,Bingung,Benar
,OOO GITU YAAA,Marah,Benar
,nah mampus ada duke,Sedih,Benar
,fm nih,Suka,Benar
,hahaha gimana,Lucu,Benar
,spa bang?,Bingung,Benar
,xmen jelek pas mulai scene esjewe esjewe kampret jadi jelek,Marah,Benar
,:buffering::buffering::buffering:,Sedih,Benar
,pasti dia naik,Suka,Benar
,hahahahahha],Lucu,Benar
,waria gimana ?,Bingung,Benar
,gila kelabang mek,Marah,Benar
,Aku Gapunya Circle Punya nya rectangle,Sedih,Benar
,GAK SAMPE GITU SI BANG GEM WKWKKWK,Lucu,Benar
,"siang nge gym, malem martabak",Suka,Benar
,hah gimana....,Bingung,Benar
,internet masih suka bubar ga usah meta meta,Marah,Benar
,botnya stuck,Sedih,Benar
,nice flash bro,Lucu,Benar
,kang clipeer heyy tolong kerja samanya],Suka,Benar
,channel name ?,Bingung,Benar
,agak bgst ya,Marah,Benar
,bang gwa barusan mau streaming lo lagi live kagak jadi,Sedih,Benar
,phasmo lagi wkwkw,Lucu,Benar
,mbak gita gema lgi sagean,Suka,Benar
,banana siapa?,Bingung,Benar
,Ngeri router nya dihajar,Marah,Benar
,Banyak banyakan utang meq,Sedih,Benar
,HEYY CHRIS LAGI LIVE INI,Suka,Benar
,apakah alip udah menghilang wkwk,Lucu,Benar
,rank apa nih,Bingung,Benar
,jangan kasih kendor,Marah,Benar
,random sejak dini,Sedih,Benar
,yg bener lah gem:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,paling lu ditampol ama bang tara,Suka,Benar
,cara mainnya gimana sih?,Bingung,Benar
,NGIDE LAGI,Marah,Benar
,"wajar, penuh tekanan dan gelisah",Sedih,Benar
,awoawaowkaow liying,Lucu,Benar
,:elbowcough::elbowcough::elbowcough:,Suka,Benar
,sociabuzz mana banh sociabuzz,Bingung,Benar
,GG gaguna,Marah,Benar
,Kalo ga punya siapa2 bang…,Sedih,Benar
,wkwkkw toge bantet muncul,Lucu,Benar
,"literelly ""jantung copot""",Suka,Benar
,whaaat,Bingung,Benar
,temen bangke itu mah kek nya,Marah,Benar
,bruuh,Sedih,Benar
,kok pun wkwkw,Lucu,Benar
,dejavu gaes,Bingung,Benar
,alter ego,Suka,Benar
,BANG MERTUA ABANG LG NONTON ABANG,Marah,Benar
,jujur sekali,Sedih,Benar
,APAA AJAA SIH YG NANYA,Bingung,Benar
,ngocok,Suka,Benar
,wkwkwkw ketapel,Lucu,Benar
,mulai nih,Marah,Benar
,"F, MEGA",Sedih,Benar
,circle = π²,Suka,Benar
,kalo Brontosaurus bang gmn wkwkwk,Lucu,Benar
,Kok kaleng kong guan?,Bingung,Benar
,anjir masih dibahas,Marah,Benar
,MENTAL DIA MEQ,Sedih,Benar
,yooo,Suka,Benar
,"akwkkwwkw Head Potato mek, mana To",Bingung,Benar
,ANJIRRR PISTOL WKWKWKW,Lucu,Benar
,gak seru gak maen sama subscriber sendiri,Marah,Benar
,ga jadi deh,Sedih,Benar
,@DeddyCorbuzier OM TOLONG OM,Suka,Benar
,abang abang yoshinoya wkwkw,Lucu,Benar
,Kalo Ospek dukung siapa bang?,Bingung,Benar
,anjir,Marah,Benar
,saweria telat,Sedih,Benar
,mantap baobao anjay,Suka,Benar
,oakwowow Kungkingkang,Lucu,Benar
,hah what?,Bingung,Benar
,dasar ribet,Marah,Benar
,"ndaftar doang, ngegym kagak",Sedih,Benar
,BANG RUMAHNYA KRIS DIMANA? MAU BERKUNJUNG MALEM2 PAS TIDUR,Suka,Benar
,nntn nya dimana ya bang kalo di pc? soalnya lagi kerja wkwkwk,Lucu,Benar
,"sudah 2022, apakahhhh gema akan merealisasikannya yaitu GTA 6?",Bingung,Benar
,Kapalan itu hey,Marah,Benar
,hidup adil karna tidak adil paradox emang itu bang,Sedih,Benar
,sungguh tercerahkan dengan motivasi kang dani jidat di podcast kmrn,Suka,Benar
,kwkwkwk Ji'un,Lucu,Benar
,HE,Bingung,Benar
,sentolop dulu jago belakangan,Marah,Benar
,:buffering:,Sedih,Benar
,DAMNNNN BOYYY,Suka,Benar
,xixix,Lucu,Benar
,Pilih yang besar atau yang datar,Bingung,Benar
,nah kan ganjen seh,Marah,Benar
,laper bang mnum baygon,Sedih,Benar
,eh temennya ikutan nonton,Suka,Benar
,STREAM SNEP CUK WKWKW,Lucu,Benar
,bukannya haters?,Bingung,Benar
,Dahlah mulailah yadeeehh,Marah,Benar
,DEWI FORTUNA DATANG,Sedih,Benar
,aaammmiinnnn,Suka,Benar
,ixixixixi,Lucu,Benar
,ular berbisa y,Bingung,Benar
,"GITAAA, GEMA BERULAH",Marah,Benar
,agak telat sih,Sedih,Benar
,"pertama tidak bisa lama, Tara keram soalnya",Suka,Benar
,Maggie mulus cuy wkwkwk,Lucu,Benar
,om dani gak live di twitch?,Bingung,Benar
,gasalah tapi salah,Marah,Benar
,100kg kok lu keliatan kurus gk kyak bang tara ngembang perutnya,Sedih,Benar
,awkoawokawokawok,Lucu,Benar
,"MANA MOD TIFA, LINK",Bingung,Benar
,kram bang gaya kuda,Suka,Benar
,udah ga n’trolhy lgi sekarang malah si mike tyson mek,Marah,Benar
,ASTAGA,Sedih,Benar
,baru bangun kah,Bingung,Benar
,beban:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,Bang main it takes two bareng mba GITA,Suka,Benar
,Hey HEY,Marah,Benar
,ke gym nya 2kali doang,Sedih,Benar
,Nightclub apa,Bingung,Benar
,awowkwk,Lucu,Benar
,bang kesian punggungnya berat,Suka,Benar
,donot spoiler gema and that gurl,Marah,Benar
,keram bang,Sedih,Benar
,kok gitu,Bingung,Benar
,PALING BERTAHAN CUMA SEMINGGU WKWKWK,Lucu,Benar
,malahan ada yang minum air spiteng bang,Suka,Benar
,Mama Gita PAPA nakcal nich,Marah,Benar
,dewi fortunjing sudah berpindah bung,Sedih,Benar
,what?,Bingung,Benar
,lho kok beli lagi wkwkwkw,Lucu,Benar
,"makin sayang sama abang gema,",Suka,Benar
,kevin hart malah,Marah,Benar
,astaga hampir meninggal baca titlenya,Sedih,Benar
,apa mau diajak ketemu :v,Bingung,Benar
,WKWKWK JD ASURANSI,Lucu,Benar
,wajar sih,Suka,Benar
,sesat,Marah,Benar
,kan bened kan,Sedih,Benar
,mbak gita gimana ini mbak gita,Bingung,Benar
,bukan jaga jarak bang tp ikut nonton wkwk,Lucu,Benar
,bagaimana dengan bunuh diri? karena cobaan bisa saja kena mentalnya bang @GemaShowIndo,Suka,Benar
,ANJER NAMBAH LAGI DISLIKE NYA,Marah,Benar
,anjirrr gk sesuai tempat banget yaaa,Sedih,Benar
,KOK KEZALLL,Bingung,Benar
,uuuuhhh,Suka,Benar
,ADA KOK BANG WWWWW,Lucu,Benar
,eps 3 heii,Marah,Benar
,"lu enak bang tinggi, jadi gk terlalu keliatan",Sedih,Benar
,PODCAST OM OM SEBENTAR? ANDA BERCANDA,Bingung,Benar
,YEY 2-8,Suka,Benar
,wokawokawokawk,Lucu,Benar
,gimane njing,Marah,Benar
,adeh lip,Sedih,Benar
,Huh???,Bingung,Benar
,AFF DIGRATISIN BANG,Suka,Benar
,pecah tuh persahabatan wkwk,Lucu,Benar
,rusyakkk rusyakkk wkwk,Marah,Benar
,ah aku ingin kalah dengan glory,Sedih,Benar
,Persona 4 Golden Kapan Lanjut,Bingung,Benar
,NICE AIM,Suka,Benar
,geblek,Marah,Benar
,wkwkwq,Lucu,Benar
,masih semester 1 aja udah kepikiran,Sedih,Benar
,KungkingkangTM,Suka,Benar
,ini menang apa kalah gaes,Bingung,Benar
,DIH,Marah,Benar
,restream bang taroh saweria wkwkwkwkwk,Lucu,Benar
,ffff,Sedih,Benar
,bang gema live skip ulangan lah,Suka,Benar
,kok gituhhh,Bingung,Benar
,no FM mulai berulah,Marah,Benar
,jgn buka step bang wkwkkwwk,Lucu,Benar
,JADI LAPER,Sedih,Benar
,halo mbak ini mas gema nya,Suka,Benar
,kok tau?,Bingung,Benar
,orang ngide,Marah,Benar
,wkokwokwokwo di gentak gentak si dede,Lucu,Benar
,mungkin di geplak lagi,Sedih,Benar
,bang ko ga lanjutin warrios orochi 3 :smiling_face_with_tear: udh nunggu bgt nih,Suka,Benar
,Gimana bang,Bingung,Benar
,halo mama gita,Marah,Benar
,meledak ntar kwkwkw,Lucu,Benar
,"BANG TARA , ADEK LU BRANTEM",Sedih,Benar
,bismilah indonesia menang,Suka,Benar
,channel repsul kok jarang update bang?,Bingung,Benar
,males gw main daripada merah melulu Internet gw kentang anying,Marah,Benar
,HAHAHAHAHAH,Lucu,Benar
,Ngeflash diri sendiri,Sedih,Benar
,Tirex numpang lewat:t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex::t_rex:,Suka,Benar
,vang aku kok lebih ganteng,Bingung,Benar
,Nanti AI nya goblok,Marah,Benar
,ampe skrg jg ada kwkkw,Lucu,Benar
,pacar virtual :)),Sedih,Benar
,:snake::snake:,Suka,Benar
,apa ? alip ?,Bingung,Benar
,krik krik,Marah,Benar
,uban di bawah wwkkwkwkwk,Lucu,Benar
,SABAR BANG,Sedih,Benar
,gila tmen lu ikan lele bang,Suka,Benar
,GIMANA GEMMMMM,Bingung,Benar
,no damage at all,Marah,Benar
,ciluk ba wkwk,Lucu,Benar
,persona 4 golden gak di lanjutin bang dari agem jomblo sampek punya pacar gabijh kasihan bang jomblo,Sedih,Benar
,liat di ig ka caris,Suka,Benar
,fetish cloud mungkin,Bingung,Benar
,gema flexing,Marah,Benar
,"BANYAK CEPU, WKWKWKWK",Lucu,Benar
,nice flash as always,Sedih,Benar
,kpn nikah mas,Bingung,Benar
,kang dani adalah saya,Suka,Benar
,jangan lupa log out pas beta test guys,Marah,Benar
,"nyaris yahh ,wkwk",Lucu,Benar
,ar ti o,Sedih,Benar
,wiiihhhhh apa nichhhh,Bingung,Benar
,"gema abis kenal gita, langsung buncit..",Suka,Benar
,brengjek ni orang belum sembuh juga,Marah,Benar
,yahhhh awkwakkaw,Lucu,Benar
,yahhhhh,Sedih,Benar
,apakah bang chris birahi,Bingung,Benar
,MANTAP KOMUNITAS GSI,Suka,Benar
,First media lagi berkomediii,Marah,Benar
,Brengsek. :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,bang lu cupu banget,Sedih,Benar
,wait what,Bingung,Benar
,TDR-3000,Suka,Benar
,asu jancoj nyan,Marah,Benar
,"tim sebelah tryhard , tim gema hepi hepii seperti di dupann",Lucu,Benar
,ngerii nih,Sedih,Benar
,kpn nikah,Bingung,Benar
,Mr X gilaa,Suka,Benar
,tampar ayahnyaaa,Marah,Benar
,suara cewek gimana bang wkwkwk,Lucu,Benar
,keselek gelas meq,Sedih,Benar
,"maaf baru nonton, berapa kali Kalah dh ini Bro?",Bingung,Benar
,bang,Suka,Benar
,EQUIPMENT DOANG MAHAL,Marah,Benar
,Awoakwokwaokw,Lucu,Benar
,dibantai\,Sedih,Benar
,"BANG, KENAPA SAYA GANTENG",Bingung,Benar
,di costumize aja orangnya ban,Suka,Benar
,Gay,Marah,Benar
,XIXIIXIXI,Lucu,Benar
,"ga salah sih jatuh cinta sama psk, cuman klo udah jadi lu kuat ga nahan rasa cemburu klo dianya lagi dapet orderan? yang susah tuh disitu",Sedih,Benar
,saweria,Bingung,Benar
,Mbak Gita pacarmu ngesimp,Suka,Benar
,gk gitu juga sih,Marah,Benar
,Ketik amin agar Corona hilang wkwk,Lucu,Benar
,mati nih,Sedih,Benar
,apa?? embud??,Bingung,Benar
,disantet mek,Suka,Benar
,GAK GITUUUU GA DI SEPTIC TANK,Marah,Benar
,ahahhha,Lucu,Benar
,masa kecil saya jadi rusak,Sedih,Benar
,BANG KO GUA GANTENG,Bingung,Benar
,"Ty Bang, Di PH ya Bang",Suka,Benar
,ajg popato semua mek,Marah,Benar
,mantap flash temen :grinning_squinting_face:,Lucu,Benar
,itu fake step,Sedih,Benar
,64 jt buat beli es teh dapet berapa bang ??,Bingung,Benar
,persona 4 bang,Suka,Benar
,gemes ih,Marah,Benar
,wkkwkwkwkkwkw,Lucu,Benar
,nah loh,Sedih,Benar
,why bang?,Bingung,Benar
,USELESS BUT DEPENDABLE,Suka,Benar
,PASTI CHEAT,Marah,Benar
,di circle smk gua itu kwkwkw,Lucu,Benar
,I FEEL ATTACKED,Sedih,Benar
,bang kapam funtastic time?,Bingung,Benar
,bourbon..,Suka,Benar
,kan kan,Marah,Benar
,"udah jadi ""Gema the Golden Way"" nih bang heheheh",Lucu,Benar
,F',Sedih,Benar
,MANA KONTEN SEHAT TARA ARTS CREW,Bingung,Benar
,PUTING RGB,Suka,Benar
,YA KENAPA ANDA MALAH NGAJARIN,Marah,Benar
,"wkkwkwkwkwk jalan aja bang jangan lari , trs nembak jangan lompagt",Lucu,Benar
,pin pin hadeh,Sedih,Benar
,heeeeeeeeeeeeeeeeeeeeee,Bingung,Benar
,bukan cuma hormon yg bergejolak,Suka,Benar
,jangan bagi2 kode hey,Marah,Benar
,ENGGAK YATIM ENGGAK TUH HAAHAH,Lucu,Benar
,nggak bisa bhs enggris,Sedih,Benar
,HAH Siapatuh,Bingung,Benar
,ada jerome kok,Suka,Benar
,PRIVASI HEY KALIAN,Marah,Benar
,ga nyoba subathon bang gem? om dani udh nyobain 3 hari tuh wkwk,Lucu,Benar
,kita sudahi.....,Sedih,Benar
,hap apa bang,Bingung,Benar
,udah beku,Suka,Benar
,apaan njir gilak baru ae dibuat tuh namanye,Marah,Benar
,WKWKWKW KOQ PUN,Lucu,Benar
,"masalahnya meski BTC turun, cukong2 distributor nya ogah nurunin harga",Sedih,Benar
,kok,Bingung,Benar
,FANS+HATERS,Suka,Benar
,"dulu kalo nonton kaya ""waahaahaaa lucu, sekarang malah creepy + cringe""",Marah,Benar
,wkkwkw hey anda yang bawa,Lucu,Benar
,mainnya sama kek saya sih,Sedih,Benar
,100k bukannya pas 2016 bang?,Bingung,Benar
,BERBULU HEALTHY,Suka,Benar
,MAKIN SESAT TRALALA,Marah,Benar
,OOAKWOKWAOKWAWKOKAW,Lucu,Benar
,aim aim,Sedih,Benar
,bang gimana cara mengatasi org yg selalu ngehina ketika ada org yg mau berkembang selalu dihina,Bingung,Benar
,web resmi aethersx2 dong,Suka,Benar
,PANTEK FIRST MEDIA,Marah,Benar
,bang gem cocok main harvestmoon aja :face_with_tears_of_joy:,Lucu,Benar
,ngelag otak diya,Sedih,Benar
,"minta rekom laptop dong bang, harga mhs",Bingung,Benar
,namanya indonesia rewind,Suka,Benar
,ga jawab,Marah,Benar
,kan bener SPONSOR wkwk,Lucu,Benar
,"YT tahiq, gk ada notif",Sedih,Benar
,kolornya siape bang?,Bingung,Benar
,subscribers = heaters,Suka,Benar
,tua tua tua,Marah,Benar
,:grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face:,Lucu,Benar
,"udah duluan kebeli nitro yg gtx 1650 ti bang, sebelum keluar yg RTX.. asem wkwk",Sedih,Benar
,rto kah?,Bingung,Benar
,Puasa enjoyer,Suka,Benar
,ngidee,Marah,Benar
,SALAH TEMEN WKWK,Lucu,Benar
,ngeri banget sniper,Sedih,Benar
,APAKAH INI MIMPI????,Bingung,Benar
,halooo,Suka,Benar
,orang gblk.....,Marah,Benar
,wkwkwkkw mana mungkin,Lucu,Benar
,terjadi lagi,Sedih,Benar
,Nembak kemana :v,Bingung,Benar
,sociabuzz sociabuzz sociabuzz,Suka,Benar
,BODO amat :v,Marah,Benar
,kawokawok,Lucu,Benar
,1 orang tugas yang lain kelompok,Sedih,Benar
,ga bahas wtrc bang sama resilore?,Bingung,Benar
,Mikey mouse salah didikan ini,Suka,Benar
,GBLK,Marah,Benar
,DISANTET MEK WKOWKOWKOWKWOKWOKW,Lucu,Benar
,capek capek,Sedih,Benar
,Atau Legend,Bingung,Benar
,bang live sm gita bang sekali kali,Suka,Benar
,Otaknya blue screen,Marah,Benar
,nyumpahin mati wkwkwkw,Lucu,Benar
,Bang bahas tai lagi dong please,Sedih,Benar
,NAMA CHANNEL CEWENYA SIAPA GES,Bingung,Benar
,DEL KUNGKINGKANGS DEL ESAL DEL ESOL,Suka,Benar
,TENDANG KANGGG,Marah,Benar
,aowekawoeakweo,Lucu,Benar
,kasihan reyna tidur nya gk nyenyak punggung nya sakit,Sedih,Benar
,udh nonton resident evil terbaru belum bang?,Bingung,Benar
,pasti join,Suka,Benar
,Flexing ??,Marah,Benar
,topi ketinggalan akwowkwowo,Lucu,Benar
,sedih sedih,Sedih,Benar
,kok tumben di youtube,Bingung,Benar
,Rewind Sirkel LMAO,Suka,Benar
,NAH NASEHAT DARI SETAN GINI NIH,Marah,Benar
,owkokwk,Lucu,Benar
,kan ulekan kasar..... kan baret semua nanti,Sedih,Benar
